"Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count"
"Reader Rabbit Kindergarten","Wii","2010","Misc","Graffiti",0.12,68.5,7,"E",0,0.00995033085316809,4.12310562561766,2.63905732961526
"RoboCop","XB","2003","Shooter","Titus",0.02,30,3.6,"M",0,0,3,2.56494935746154
"Black Bass with Blue Marlin","PS","1999","Sports","Starfish",0.11,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Lego Star Wars: The Force Awakens","PSV","2016","Action","Warner Bros. Interactive Entertainment",0.1,68,7.1,"E10+",0.00995033085316809,0.0198026272961797,4.69041575982343,2.63905732961526
"X-Blades","PS3","2009","Action","SouthPeak Games",0.13,50,5.9,"M",0.0198026272961797,0.00995033085316809,5.56776436283002,2.77258872223978
"Project V6","PS","1998","Strategy","General Entertainment",0.14,74,7.9,"Unknown",0.122217632724249,0.00995033085316809,4.89897948556636,3.59731226058845
"World Tour Soccer 2002","PS2","2001","Sports","Sony Computer Entertainment",0.14,77,7.5,"E",0,0.0198026272961797,4.58257569495584,2.39789527279837
"Samurai Warriors 2","PS3","2013","Action","Tecmo Koei",0.03,68,7.4,"Unknown",0.0295588022415444,0,4.69041575982343,3.29583686600433
"NCAA Football 09","PS3","2008","Sports","Electronic Arts",0.58,81,7.3,"E",0,0.0392207131532813,4.47213595499958,3.25809653802148
"Ninja Gaiden: Dragon Sword","DS","2008","Action","Tecmo Koei",0.21,83,7.8,"T",0.0198026272961797,0.0198026272961797,7.21110255092798,3.61091791264422
"Family Fortunes","Wii","2009","Misc","Mindscape",0.13,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526
"ESPN NBA Basketball","PS2","2003","Sports","Sega",0.54,89,8.4,"E",0,0.0676586484738149,4.24264068711928,3.66356164612965
"Star Wars: The Force Unleashed II","PS3","2010","Action","LucasArts",1.5,63,6.8,"T",0,0.19062035960865,6.40312423743285,4.80402104473326
"Jimmy Neutron: Boy Genius","GC","2002","Platform","THQ",0.09,42,5.1,"E",0,0,2,2.07944154167984
"Memories Off #5: Togireta Film","PSP","2009","Adventure","5pb",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978
"Damnation","PS3","2009","Shooter","Codemasters",0.09,36,2.8,"M",0,0.00995033085316809,6,3.71357206670431
"Samurai Warriors 4","PSV","2014","Action","Tecmo Koei",0.11,76,8.6,"T",0.104360015324243,0,2.23606797749979,2.94443897916644
"FIFA World Cup Germany 2006","DS","2006","Sports","Electronic Arts",0.04,71,7.2,"E",0,0,2.64575131106459,1.94591014905531
"The Suffering","XB","2004","Action","Midway Games",0.22,77,8.8,"M",0,0.00995033085316809,6.6332495807108,3.17805383034795
"Blazblue: Continuum Shift Extend","PS3","2011","Fighting","PQube",0.09,73,7.5,"T",0.0861776962410524,0,2.44948974278318,3.3322045101752
"Puyo Puyo Tetris","WiiU","2014","Puzzle","Sega",0.02,70,7.5,"Unknown",0.0198026272961797,0,3.74165738677394,2.484906649788
"Special Forces: Nemesis Strike","XB","2005","Shooter","Hip Interactive",0.03,60,6.5,"M",0,0,3.16227766016838,1.6094379124341
"NBA 2K9","PS3","2008","Sports","Take-Two Interactive",0.61,82,7,"E",0,0.048790164169432,5.47722557505166,3.63758615972639
"Street Fighter Alpha 3","GBA","2002","Fighting","Capcom",0.15,83,7.8,"T",0,0,4.12310562561766,2.39789527279837
"Blender Bros.","GBA","2002","Platform","Unknown",0.02,73,7.7,"E",0,0,3.16227766016838,3.13549421592915
"Hot Shots Golf","PS","1997","Sports","Sony Computer Entertainment",2.79,75,7.4,"Unknown",1.14103300455206,0.165514438477573,4.24264068711928,2.83321334405622
"Jake Power: Policeman","DS","2008","Adventure","Ubisoft",0.05,66,7.5,"E",0,0,4,2.77258872223978
"Airport Simulator","PC","2011","Simulation","Unknown",0.02,70,7.6,"Unknown",0,0,4.12310562561766,3.04452243772342
"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen","PSP","2010","Adventure","Yeti",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978
"Dead Space","PC","2008","Action","Electronic Arts",0.59,86,8,"M",0,0.0582689081239758,5.29150262212918,6.99759598298193
"Chaos;Head Noah","PSP","2010","Adventure","5pb",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS","2015","Action","Namco Bandai Games",0.11,68,7.4,"Unknown",0.104360015324243,0,4.69041575982343,3.29583686600433
"Midnight Club 3: DUB Edition (America weekly sales)","PS2","2005","Racing","Take-Two Interactive",1.29,69,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.89037175789616
"Amagami","PSV","2014","Adventure","Kadokawa Games",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978
"Keroro RPG: Kishi to Musha to Densetsu no Kaizoku","DS","2010","Role-Playing","Namco Bandai Games",0.07,74,7.9,"Unknown",0.0676586484738149,0,5.47722557505166,3.96081316959758
"Harry Potter and the Half-Blood Prince","Wii","2009","Action","Electronic Arts",0.75,60,6,"E10+",0,0.0769610411361284,5.91607978309962,2.19722457733622
"Fire Emblem: Path of Radiance","GC","2005","Action","Nintendo",0.54,85,8.9,"T",0.148420005118273,0.00995033085316809,6.48074069840786,4.95582705760126
"Star Wars The Clone Wars: Republic Heroes","DS","2009","Action","LucasArts",0.39,68,5.3,"E10+",0,0.0392207131532813,4.69041575982343,1.6094379124341
"Momotarou Dentetsu X: Kyuushuu-hen mo Arubai","PS2","2001","Misc","Hudson Soft",0.49,68.5,7,"Unknown",0.398776119957368,0,4.12310562561766,2.63905732961526
"F1 2011","3DS","2011","Racing","Codemasters",0.16,59,6.8,"E",0,0.0198026272961797,3.87298334620742,2.63905732961526
"Tenchu San Portable","PSP","2009","Action","From Software",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433
"Pro Evolution Soccer 2015","PS3","2014","Sports","Konami Digital Entertainment",0.58,75,7.8,"E",0.198850858745165,0.0582689081239758,4.24264068711928,3.55534806148941
"Virtua Striker 2","DC","1999","Sports","Sega",0.32,75,7.4,"Unknown",0.27763173659828,0,4.24264068711928,2.83321334405622
"Ghostbusters: The Video Game","PS2","2009","Action","Atari",0.43,64,8.7,"E10+",0,0.215111379616945,3,1.94591014905531
"Syphon Filter: Dark Mirror","PSP","2006","Shooter","Sony Computer Entertainment",0.29,87,9,"M",0,0.0295588022415444,7.61577310586391,4.77912349311153
"Shovel Knight","3DS","2015","Platform","Yacht Club Games",0.14,90,8.2,"E",0.0198026272961797,0.00995033085316809,3,5.42053499927229
"Pro Cast Sports Fishing","XB","2003","Sports","Capcom",0.03,49,7.4,"E",0,0,3.46410161513775,2.83321334405622
"Teenage Mutant Ninja Turtles","GC","2003","Action","Konami Digital Entertainment",0.34,57,8,"E",0,0.00995033085316809,5,2.19722457733622
"uDraw Studio","Wii","2010","Misc","THQ",2.42,71,7,"E",0,0.182321556793955,3,2.63905732961526
"NASCAR 2011: The Game","X360","2011","Racing","Activision",0.3,62,4.1,"E",0,0.0198026272961797,4.89897948556636,2.70805020110221
"Petz Rescue: Wildlife Vet","DS","2008","Simulation","Ubisoft",0.38,70,7.6,"E",0,0.0295588022415444,4.12310562561766,3.04452243772342
"Contra III: The Alien Wars","SNES","1992","Shooter","Konami Digital Entertainment",0.13,73,7.4,"Unknown",0.122217632724249,0,5.65685424949238,4.14313472639153
"Disney's Magical Quest 3 Starring Mickey and Donald","GBA","2003","Action","Capcom",0.02,58,7.4,"E",0,0,2.64575131106459,3.29583686600433
"New Play Control! Mario Power Tennis","Wii","2009","Sports","Nintendo",1.46,75,7.4,"Unknown",0.246860077931526,0.131028262406404,4.24264068711928,2.83321334405622
"Warhawk","PS","1995","Simulation","Sony Computer Entertainment",0.46,70,7.6,"Unknown",0,0.0295588022415444,4.12310562561766,3.04452243772342
"Challenge Me: Brain Puzzles 2","DS","2010","Puzzle","O-Games",0.09,70,7.5,"E",0,0.00995033085316809,3.74165738677394,2.484906649788
"R: Racing Evolution","XB","2003","Racing","Namco Bandai Games",0.09,67,7.4,"T",0,0,5.3851648071345,2.89037175789616
"Jeremy McGrath Supercross 2000","PS","2000","Racing","Acclaim Entertainment",0.71,43,7.4,"E",0,0.048790164169432,3.3166247903554,2.89037175789616
"Need for Speed: ProStreet","X360","2007","Racing","Electronic Arts",2.05,72,7.1,"E10+",0.00995033085316809,0.19062035960865,6.48074069840786,4.36944785246702
"The Evil Within","PS4","2014","Action","Bethesda Softworks",1.79,75,7.3,"M",0.104360015324243,0.2390169004705,8.06225774829855,7.10987946307227
"Rugby Challenge 3","X360","2016","Sports","Alternative Software",0.02,75,7.4,"E",0,0,4.24264068711928,2.83321334405622
"Sonic Riders","XB","2006","Racing","Sega",0.13,56,8.1,"E",0,0,5.74456264653803,2.07944154167984
"SoulCalibur II","GC","2003","Fighting","Namco Bandai Games",1.5,93,9.1,"T",0.104360015324243,0.0769610411361284,6.70820393249937,4.91265488573605
"Goosebumps HorrorLand","PS2","2008","Adventure","Scholastic Inc.",0.07,66,7.5,"E10+",0,0.00995033085316809,4,2.77258872223978
"R.B.I. Baseball 2016","PS4","2016","Sports","MLB.com",0.01,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622
"Hakuoki: Shinkai - Furi no Shou","PSV","2015","Action","Idea Factory",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433
"Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","X360","2009","Role-Playing","Bethesda Softworks",0.1,74,7.9,"M",0,0.00995033085316809,5.47722557505166,3.96081316959758
"Brothers in Arms: Furious 4","X360","N/A","Shooter","N/A",0.01,73,7.4,"M",0,0,5.65685424949238,4.14313472639153
"Tom Clancy's Splinter Cell: Conviction","PC","2010","Action","Ubisoft",0.11,83,5.2,"M",0,0.0198026272961797,4.47213595499958,6.51174532964473
"Dr. Seuss' The Cat in the Hat","PS2","2003","Misc","Vivendi Games",0.56,56,6.5,"E",0,0.0676586484738149,2.44948974278318,2.19722457733622
"Atelier Totori: The Adventurer of Arland","PSV","2012","Role-Playing","Gust",0.09,74,7.9,"Unknown",0.0861776962410524,0,5.47722557505166,3.96081316959758
"Kung Fu Panda","Wii","2008","Action","Activision",0.91,70,6.7,"E10+",0,0.0861776962410524,4.47213595499958,2.07944154167984
"MLB 06: The Show","PS2","2006","Sports","Sony Computer Entertainment",0.94,83,8.9,"E",0,0.122217632724249,5.47722557505166,3.46573590279973
"Country Dance","Wii","2011","Misc","Funbox Media",0.66,68.5,7,"E10+",0,0.048790164169432,4.12310562561766,2.63905732961526
"Sin and Punishment","N64","2000","Shooter","Nintendo",0.13,73,7.4,"Unknown",0.122217632724249,0,5.65685424949238,4.14313472639153
"LEGO Harry Potter: Years 5-7","X360","N/A","Action","Warner Bros. Interactive Entertainment",0.97,77,7.9,"E10+",0,0.0861776962410524,5.91607978309962,3.68887945411394
"Cool Boarders 2001","PS2","2001","Sports","Sony Computer Entertainment",0.33,78,7.4,"E",0,0.0392207131532813,4,2.83321334405622
"Medal of Honor Heroes 2","Wii","2007","Shooter","Electronic Arts",0.41,73,7.6,"T",0.00995033085316809,0.0295588022415444,6.08276253029822,4.4188406077966
"NBA Live 15","XOne","2014","Sports","Electronic Arts",0.21,53,6.8,"E",0,0.0198026272961797,3,3.98898404656427
"Jikkyou Powerful Pro Yakyuu 2011","PS3","2011","Sports","Konami Digital Entertainment",0.26,75,7.4,"Unknown",0.231111720963387,0,4.24264068711928,2.83321334405622
"Alan Wake","PC","2012","Action","Nordic Games",0.06,83,8,"T",0,0.00995033085316809,5.47722557505166,7.29573507274928
"NFL Blitz Pro","PS2","2003","Sports","Midway Games",0.23,73,8.5,"E",0,0.0295588022415444,4.47213595499958,2.70805020110221
"No Fear Downhill Mountain Biking","PS","1998","Sports","Codemasters",0.13,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Pocket Fighter","PS","1997","Fighting","Virgin Interactive",0.23,72,7.7,"Unknown",0.113328685307003,0.00995033085316809,4.89897948556636,3.3322045101752
"Gallop Racer 2006","PS2","2005","Sports","Tecmo Koei",0.1,69,8.3,"E",0.0582689081239758,0.00995033085316809,3.87298334620742,2.19722457733622
"Puyo Pop","GBA","2001","Puzzle","Sega",0.05,84,7.5,"E",0,0,3.74165738677394,2.484906649788
"Jewels of the Ages","DS","2011","Puzzle","City Interactive",0.06,70,7.5,"E",0,0.00995033085316809,3.74165738677394,2.484906649788
"Discovery Kids: Parrot Pals","DS","2009","Simulation","505 Games",0.07,70,7.6,"E",0,0.00995033085316809,4.12310562561766,3.04452243772342
"Shonen Jump's One Piece: Grand Adventure","GC","2006","Fighting","Namco Bandai Games",0.04,72,7.7,"Unknown",0,0,4.89897948556636,3.3322045101752
"Get On Da Mic","PS2","2004","Misc","Eidos Interactive",0.15,49,6.3,"T",0,0.0198026272961797,5.3851648071345,2.07944154167984
"Kensei: Sacred Fist","PS","1997","Fighting","Konami Digital Entertainment",0.02,72,7.7,"Unknown",0,0,4.89897948556636,3.3322045101752
"Ratchet & Clank: Size Matters","PSP","2007","Platform","Sony Computer Entertainment",3.74,69,7.7,"Unknown",0.0953101798043249,0.62057648772511,4.12310562561766,3.13549421592915
"Scarface: Money. Power. Respect.","PSP","2006","Strategy","Vivendi Games",0.16,58,3.1,"M",0,0.00995033085316809,3.46410161513775,2.77258872223978
"Wings of War","XB","2004","Simulation","Take-Two Interactive",0.06,62,5,"T",0,0,5.3851648071345,1.79175946922805
"Combat of Giants: Dinosaurs 3D","3DS","2011","Strategy","Ubisoft",0.39,44,5.3,"E10+",0.048790164169432,0.0295588022415444,4.24264068711928,2.30258509299405
"No More Heroes: Heroes' Paradise","PS3","2010","Action","Konami Digital Entertainment",0.19,72,7.3,"M",0.0392207131532813,0.0198026272961797,6.16441400296898,3.66356164612965
"Vertigo","Wii","2009","Strategy","Playlogic Game Factory",0.05,66,7.9,"E",0,0,2,3.59731226058845
"Bubble Bobble Evolution","PSP","2006","Puzzle","Rising Star Games",0.03,47,7.5,"E",0,0,2.23606797749979,2.484906649788
"Freekstyle","GBA","2003","Racing","Zoo Digital Publishing",0.01,65,7.4,"E",0,0,2.64575131106459,2.89037175789616
"WipeOut 3 The Game","X360","2012","Action","Activision",0.21,68,7.4,"Unknown",0,0.0198026272961797,4.69041575982343,3.29583686600433
"Star Wars: Empire at War - Gold Pack","PC","2007","Strategy","LucasArts",0.09,74,7.9,"Unknown",0,0.00995033085316809,4.89897948556636,3.59731226058845
"R.B.I. Baseball 2016","XOne","2016","Sports","MLB.com",0.05,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"GrimGrimoire","PS2","2007","Strategy","Tecmo Koei",0.05,79,7.9,"E10+",0.0295588022415444,0,6.2449979983984,2.89037175789616
"Jikkyou Powerful Major League","PS2","2006","Sports","Konami Digital Entertainment",0.22,75,7.4,"Unknown",0.198850858745165,0,4.24264068711928,2.83321334405622
"Sébastien Loeb Rally Evo","XOne","2016","Racing","Milestone S.r.l",0.01,63,8.2,"E",0,0,2.82842712474619,3.13549421592915
"Ratchet & Clank","PS2","2002","Platform","Sony Computer Entertainment",3.33,69,7.7,"Unknown",0.451075619360217,0.262364264467491,4.12310562561766,3.13549421592915
"Hatsune Miku: Project Diva f","PS3","2013","Misc","Sega",0.28,73,8.4,"T",0.173953307123438,0.0198026272961797,3.16227766016838,4.69134788222914
"Grand Theft Auto III","PS2","2001","Action","Take-Two Interactive",13.1,97,8.5,"M",0.262364264467491,0.832909122935104,7.48331477354788,6.49978704065585
"The Smurfs 2","PS3","2013","Platform","Ubisoft",0.09,69,5,"E",0,0.0198026272961797,4.12310562561766,2.07944154167984
"Wordmaster","DS","2008","Strategy","Zoo Digital Publishing",0.09,57,7.9,"E",0,0.00995033085316809,2.23606797749979,3.59731226058845
"Crime Scene","DS","2009","Adventure","Nobilis",0.02,54,7.5,"M",0,0,2.64575131106459,2.77258872223978
"Pokemon Channel","GC","2003","Adventure","Nintendo",0.38,55,6,"E",0.0676586484738149,0.00995033085316809,4.58257569495584,3.13549421592915
"Mega Man Zero Collection","DS","2010","Platform","Capcom",0.31,78,8.9,"E",0.104360015324243,0.0198026272961797,3.87298334620742,3.68887945411394
"Way of the Samurai 3","PS3","2008","Action","Gamebridge",0.52,58,7.9,"M",0.198850858745165,0.0392207131532813,4.24264068711928,3.13549421592915
"Hyper Formation Soccer","PS","1995","Sports","Human Entertainment",0.11,75,7.4,"Unknown",0.0953101798043249,0.00995033085316809,4.24264068711928,2.83321334405622
"NCAA Football 08","X360","2007","Sports","Electronic Arts",0.7,81,7.8,"E",0,0.048790164169432,5.47722557505166,3.80666248977032
"Falcon 4.0: Allied Force","PC","2005","Simulation","Graphsim Entertainment",0.02,90,8.6,"T",0,0,2.64575131106459,3.63758615972639
"God of War: Origins Collection","PS3","2011","Action","Sony Computer Entertainment",0.55,84,8.4,"M",0.0198026272961797,0.0582689081239758,7.61577310586391,5.34233425196481
"Call of Duty: Modern Warfare 3","Wii","2011","Shooter","Activision",0.82,70,1.8,"M",0,0.0769610411361284,4,6.09356977004514
"Yoostar2","X360","2011","Misc","Unknown",0.21,68.5,7,"Unknown",0,0.0198026272961797,4.12310562561766,2.63905732961526
"Uta no Prince-Sama: Music","PSP","2011","Misc","Broccoli",0.1,68.5,7,"Unknown",0.0953101798043249,0,4.12310562561766,2.63905732961526
"My Amusement Park","DS","2010","Misc","Scholastic Inc.",0.05,68.5,7,"E",0,0,4.12310562561766,2.63905732961526
"X-Men: The Official Game","X360","2006","Action","Activision",0.17,52,6.1,"T",0,0.00995033085316809,7.54983443527075,3.04452243772342
"From TV Animation One Piece: Treasure Battle!","GC","2002","Fighting","Namco Bandai Games",0.29,72,7.7,"Unknown",0.246860077931526,0.00995033085316809,4.89897948556636,3.3322045101752
"Mahjong Master","N64","1996","Misc","Konami Digital Entertainment",0.09,68.5,7,"Unknown",0.0861776962410524,0,4.12310562561766,2.63905732961526
"Harry Potter and the Deathly Hallows - Part 2","PC","2011","Action","Electronic Arts",0.1,43,5,"Unknown",0,0.00995033085316809,3.46410161513775,4.04305126783455
"Lufia: The Ruins of Lore","GBA","2002","Role-Playing","Taito",0.05,76,8.3,"E",0,0,3.46410161513775,2.19722457733622
"Tsuyo Kiss: Mighty Heart","PS2","2006","Adventure","Princess Soft",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978
"Starsky & Hutch","PS2","2003","Racing","Empire Interactive",0.92,69,7.4,"Unknown",0,0.113328685307003,4.24264068711928,2.89037175789616
"The Clique: Diss and Make Up","DS","2009","Adventure","Warner Bros. Interactive Entertainment",0.12,66,7.5,"E10+",0,0.00995033085316809,4,2.77258872223978
"Samurai Shodown","SNES","1994","Fighting","Takara",0.4,72,7.7,"Unknown",0.336472236621213,0,4.89897948556636,3.3322045101752
"Detective Jinguuji Saburo: Ronde Revenge","3DS","2012","Action","Arc System Works",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433
"Wolfenstein","PS3","2009","Shooter","Activision",0.63,71,7.4,"M",0,0.104360015324243,7.61577310586391,4.35670882668959
"Palais de Reine","PS2","2007","Strategy","Interchannel-Holon",0.01,74,7.9,"Unknown",0.00995033085316809,0,4.89897948556636,3.59731226058845
"Mario Golf: Toadstool Tour","GC","2003","Sports","Nintendo",1.53,81,8,"E",0.22314355131421,0.0392207131532813,7,4.04305126783455
"Mafia III","XOne","2016","Action","Take-Two Interactive",0.62,67,4.6,"M",0,0.048790164169432,4.47213595499958,5.61677109766657
"Monsters vs. Aliens","PC","2009","Action","Activision",0.03,63,6.2,"E10+",0,0,2.82842712474619,1.79175946922805
"Derby Stallion 99","PS","1999","Sports","ASCII Entertainment",1.13,75,7.4,"Unknown",0.72270598280149,0.0676586484738149,4.24264068711928,2.83321334405622
"Kono Aozora ni Yakusoku o: Tenohira no Rakuen","PSP","2009","Adventure","TGL",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978
"Scooby-Doo! Unmasked","GC","2005","Platform","THQ",0.15,69,7.7,"Unknown",0,0,4.12310562561766,3.13549421592915
"Kuusen II","PS2","2004","Simulation","Kadokawa Shoten",0.02,70,7.6,"Unknown",0.0198026272961797,0,4.12310562561766,3.04452243772342
"Super Mario Strikers","GC","2005","Sports","Nintendo",1.61,76,8.7,"E",0.182321556793955,0.0392207131532813,6.2449979983984,4.02535169073515
"WRC 5: FIA World Rally Championship","PS4","2015","Sports","Bigben Interactive",0.05,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Sniper Elite V2","X360","2012","Shooter","505 Games",0.84,67,6.8,"M",0.0198026272961797,0.0676586484738149,6.08276253029822,4.88280192258637
"Farming Simulator 2015","X360","2015","Simulation","Koch Media",0.35,70,7.6,"Unknown",0,0.0295588022415444,4.12310562561766,3.04452243772342
"FIFA Soccer 10","PS3","2009","Sports","Electronic Arts",3.62,91,7.6,"E",0.048790164169432,0.418710334858185,7.48331477354788,5.31811999384422
"Kamaitachi no Yoru × 3","PS2","2006","Adventure","Sega",0.16,66,7.5,"Unknown",0.148420005118273,0,4,2.77258872223978
"DJ Star","DS","2009","Misc","Deep Silver",0.02,66,7,"T",0,0,2.64575131106459,2.63905732961526
"Mana Khemia 2: Fall of Alchemy","PS2","2008","Role-Playing","Gust",0.2,70,8.2,"T",0.048790164169432,0.0198026272961797,3.46410161513775,2.89037175789616
"Mega Man X4","SAT","1997","Action","Capcom",0.07,68,7.4,"Unknown",0.0676586484738149,0,4.69041575982343,3.29583686600433
"The Scorpion King: Rise of the Akkadian","PS2","2002","Action","Universal Interactive",0.23,47,7.2,"T",0,0.0295588022415444,3.46410161513775,1.94591014905531
"Disgaea D2: A Brighter Darkness","PS3","2013","Role-Playing","Nippon Ichi Software",0.21,74,8.1,"T",0.0953101798043249,0.0198026272961797,6.08276253029822,4.12713438504509
"Little League World Series Baseball 2008","Wii","2008","Sports","Activision",0.09,70,8,"E",0,0.00995033085316809,2.82842712474619,1.94591014905531
"World Soccer Winning Eleven 8: Liveware Evolution","PS2","2005","Sports","Konami Digital Entertainment",0.47,75,7.4,"Unknown",0.385262400790645,0,4.24264068711928,2.83321334405622
"Drake & Josh: Talent Showdown","DS","2007","Adventure","THQ",0.03,66,7.5,"Unknown",0,0,4,2.77258872223978
"Over G Fighters","X360","2006","Simulation","Ubisoft",0.21,49,6,"T",0,0.0198026272961797,6,3.91202300542815
"Crazy Chicken: Atlantis Quest","DS","2007","Platform","Phenomedia",0.05,69,7.7,"Unknown",0,0,4.12310562561766,3.13549421592915
"Baldur's Gate: Dark Alliance","GC","2002","Role-Playing","Virgin Interactive",0.14,79,7.7,"T",0,0,3.16227766016838,3.13549421592915
"NBA 2K17","X360","2016","Sports","Take-Two Interactive",0.12,75,3.4,"E",0,0.00995033085316809,4.24264068711928,2.484906649788
"D.C.F.S.: Da Capo Four Seasons","PS2","2005","Adventure","Kadokawa Shoten",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978
"Galactic Attack","SAT","1994","Shooter","Acclaim Entertainment",0.25,73,7.4,"Unknown",0.22314355131421,0,5.65685424949238,4.14313472639153
"Metroid II: Return of Samus","GB","1991","Adventure","Nintendo",1.76,66,7.5,"Unknown",0.444685821261446,0.0392207131532813,4,2.77258872223978
"Ben 10: Protector of Earth","DS","2007","Action","D3Publisher",1.7,68,7.4,"Unknown",0,0.173953307123438,4.69041575982343,3.29583686600433
"Majesty 2: The Fantasy Kingdom Sim","X360","N/A","Simulation","Unknown",0.03,70,7.6,"Unknown",0,0,4.12310562561766,3.04452243772342
"Dance Dance Revolution Ultramix","XB","2003","Simulation","Konami Digital Entertainment",0.54,82,8.8,"E",0,0.0198026272961797,4.89897948556636,2.39789527279837
"Pippa Funnell 2: Farm Adventures","DS","2007","Simulation","Ubisoft",0.01,70,7.6,"Unknown",0,0,4.12310562561766,3.04452243772342
"Shaman King: Spirit of Shamans","PS","2002","Action","Namco Bandai Games",0.2,68,7.4,"Unknown",0.165514438477573,0.00995033085316809,4.69041575982343,3.29583686600433
"The Sims 3: High-End Loft Stuff","PC","2010","Simulation","Electronic Arts",0.66,70,6.5,"T",0,0.104360015324243,4.12310562561766,2.89037175789616
"Nobunaga no Yabou: Haouden","SNES","1993","Strategy","Tecmo Koei",0.62,74,7.9,"Unknown",0.27763173659828,0,4.89897948556636,3.59731226058845
"Darkwatch","XB","2005","Shooter","Ubisoft",0.21,75,8.1,"M",0,0.00995033085316809,6.557438524302,3.09104245335832
"Machi: Unmei no Kousaten","PSP","2006","Adventure","ChunSoft",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Gauntlet Legends","PS","2000","Action","Midway Games",0.47,68,7.4,"Unknown",0,0.0295588022415444,4.69041575982343,3.29583686600433
"NieR","PS3","2010","Role-Playing","Square Enix",0.61,68,8.4,"M",0.182321556793955,0.0676586484738149,7.61577310586391,5.57594910314632
"Kidou Senshi Gundam: Giren no Yabou","SAT","1998","Strategy","Namco Bandai Games",0.25,74,7.9,"Unknown",0.22314355131421,0,4.89897948556636,3.59731226058845
"LEGO Pirates of the Caribbean: The Video Game","PC","2011","Action","Disney Interactive Studios",0.03,73,6.6,"E10+",0,0,3.3166247903554,2.89037175789616
"Top Gear Rally","N64","1997","Racing","Kemco",0.4,69,7.4,"Unknown",0,0,4.24264068711928,2.89037175789616
"UN Squadron","SNES","1991","Shooter","Capcom",0.12,73,7.4,"Unknown",0.113328685307003,0,5.65685424949238,4.14313472639153
"The Lord of the Rings: The Battle for Middle-Earth","PC","2004","Strategy","Electronic Arts",0.07,82,8.6,"T",0,0.00995033085316809,6.48074069840786,5.29831736654804
"Doom","PS","1994","Shooter","Infogrames",0.78,73,7.4,"Unknown",0,0.048790164169432,5.65685424949238,4.14313472639153
"Petz Rescue: Wildlife Vet","Wii","2008","Simulation","Ubisoft",0.21,70,7.6,"E",0,0.0198026272961797,4.12310562561766,3.04452243772342
"Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars","GBA","2004","Strategy","Nintendo",0.08,74,7.9,"Unknown",0.0769610411361284,0,4.89897948556636,3.59731226058845
"K-1 World Grand Prix","PS2","2002","Sports","Konami Digital Entertainment",0.18,67,9,"T",0.0953101798043249,0.00995033085316809,4.89897948556636,2.07944154167984
"Dragon Age: Inquisition","PC","2014","Role-Playing","Electronic Arts",0.73,85,5.9,"M",0,0.0582689081239758,6.70820393249937,8.27563105457801
"Resonance of Fate","PS3","2010","Role-Playing","Sega",0.73,72,8,"T",0.215111379616945,0.0769610411361284,6.48074069840786,4.91998092582813
"Looney Tunes: Acme Arsenal","PS2","2007","Action","Warner Bros. Interactive Entertainment",0.38,38,3.9,"E10+",0,0.048790164169432,3.16227766016838,2.07944154167984
"Michael Jackson: The Experience","PS3","2011","Misc","Ubisoft",0.52,66,8.4,"E10+",0,0.0769610411361284,3.3166247903554,2.83321334405622
"DiRT 2","X360","2009","Racing","Codemasters",0.8,87,8.2,"T",0,0.0861776962410524,8.06225774829855,4.70953020131233
"Enslaved: Odyssey to the West","X360","2010","Action","Namco Bandai Games",0.54,82,7.8,"T",0,0.048790164169432,8.48528137423857,5.69035945432406
"Star Wars Battlefront: Renegade Squadron","PSP","2007","Shooter","LucasArts",1.67,73,7.9,"T",0,0.27763173659828,5.91607978309962,3.85014760171006
