"Name","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count","length_Name","length_Publisher","new_platform","yearI","yearII","is_important_genre","is_important_platform"
"Kyoukai Senjou no Horizon Portable","2013","Adventure","Kadokawa Shoten",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,5,2,"PS","6","3","0","1"
"Alien: Isolation","2014","Shooter","Sega",1.13,79,8.1,"M",0.0392207131532813,0.157003748809665,7.07106781186548,6.67959918584438,2,1,"PS","6","3","1","1"
"Cats & Dogs: The Revenge of Kitty Galore","2010","Action","505 Games",0.11,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,7,2,"DS","5","2","1","0"
"The Peanuts Movie: Snoopy's Grand Adventure","2015","Action","Activision",0.03,59,6.6,"E",0,0,2,2.99573227355399,7,1,"PS","6","3","1","1"
"Harvest Moon GB","1997","Simulation","Victor Interactive",0.23,70,7.6,"Unknown",0.207014169384326,0,4.12310562561766,3.04452243772342,3,2,"GB","3","1","0","1"
"PoPoLoCrois: Hajimari no Bouken","2002","Role-Playing","Sony Computer Entertainment",0.16,74,7.9,"Unknown",0.148420005118273,0,5.47722557505166,3.96081316959758,4,3,"PS","4","2","0","1"
"Demolition Company: Gold Edition","2011","Simulation","N/A",0.02,70,7.6,"Unknown",0,0,4.12310562561766,3.04452243772342,4,2,"PC","6","3","0","0"
"Power Pro Kun Pocket 2","2000","Sports","Konami Digital Entertainment",0.25,75,7.4,"Unknown",0.22314355131421,0,4.24264068711928,2.83321334405622,5,3,"GB","3","1","1","1"
"Return Fire","1996","Strategy","Time Warner Interactive",0.09,74,7.9,"Unknown",0,0.00995033085316809,4.89897948556636,3.59731226058845,2,3,"PS","3","1","0","1"
"CSI: Fatal Conspiracy","2010","Adventure","Ubisoft",0.22,66,7.5,"M",0,0.0198026272961797,4,2.77258872223978,3,1,"Wii","5","2","0","1"
"Resident Evil 4 HD","2016","Shooter","Capcom",0.02,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,4,1,"XB","7","3","1","1"
"Bionicle Heroes","2007","Shooter","Eidos Interactive",0.04,52,5.8,"E10+",0,0,2.64575131106459,1.79175946922805,2,2,"Wii","5","2","1","1"
"Ice Hockey","1980","Sports","Activision",0.49,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622,2,1,"2600","0","0","1","1"
"Battlefield 1","2016","Shooter","Electronic Arts",2.25,87,8.2,"M",0,0.182321556793955,6.08276253029822,6.08904487544685,2,2,"XB","7","3","1","1"
"The Sims 3: World Adventures","2009","Simulation","Electronic Arts",0.57,81,8,"T",0,0.322083499169113,5.56776436283002,4.29045944114839,5,2,"PC","5","2","0","0"
"Diabolik Lovers: Vandead Carnival","2014","Action","Idea Factory",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433,4,2,"PS","6","3","1","1"
"Polaris","1982","Action","Tigervision",0.28,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,1,1,"2600","0","0","1","1"
"Psychonauts","2005","Platform","THQ",0.12,88,9,"T",0,0,7.34846922834953,4.27666611901606,1,1,"XB","4","2","1","1"
"To Heart 2 DX Plus","2011","Adventure","Aqua Plus",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,5,2,"PS","6","3","0","1"
"The Suffering: Ties That Bind","2005","Action","Midway Games",0.09,76,9.1,"M",0,0,6,2.19722457733622,5,2,"XB","4","2","1","1"
"Highschool Terra Story","1998","Adventure","KID",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978,3,1,"others","3","1","0","0"
"Battlefield: Hardline","2015","Shooter","Electronic Arts",0.14,71,3.8,"M",0,0.00995033085316809,5.56776436283002,6.65157187358973,2,2,"PC","6","3","1","0"
"Mega Man: Dr. Wily's Revenge","1991","Platform","Nintendo",0.28,69,7.7,"Unknown",0.246860077931526,0,4.12310562561766,3.13549421592915,6,1,"GB","2","1","1","1"
"Muppets Party Cruise","2003","Misc","TDK Mediactive",0.06,61,8,"E",0,0.00995033085316809,3.3166247903554,1.94591014905531,3,2,"PS","4","2","0","1"
"Harry Potter and the Order of the Phoenix","2007","Action","Electronic Arts",0.46,69,7.2,"E10+",0,0.0392207131532813,5.8309518948453,3.36729582998647,8,2,"Wii","5","2","1","1"
"Crash Bandicoot: The Wrath of Cortex","2001","Platform","Universal Interactive",5.42,66,7.1,"E",0.215111379616945,0.598836501088704,4.69041575982343,5.05624580534831,6,2,"PS","4","2","1","1"
"Overlord","2007","Strategy","Codemasters",0.02,81,8.1,"T",0,0,5.19615242270663,5.39816270151775,1,1,"PC","5","2","0","0"
"3rd Super Robot Wars Z: Tengoku-Hen","2015","Action","Namco Bandai Games",0.15,68,7.4,"Unknown",0.139761942375159,0,4.69041575982343,3.29583686600433,7,3,"PS","6","3","1","1"
"SimCity","1991","Simulation","Nintendo",1.98,70,7.6,"Unknown",0.559615787935423,0.0392207131532813,4.12310562561766,3.04452243772342,1,1,"DS","2","1","0","0"
"Hunter: The Reckoning Redeemer","2003","Action","Interplay",0.17,72,8.6,"M",0,0.00995033085316809,5.09901951359278,1.79175946922805,4,1,"XB","4","2","1","1"
"Noddy in Toyland","2011","Misc","GSP",0.05,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,3,1,"DS","6","3","0","0"
"Killer Instinct (2013)","2013","Fighting","Microsoft Game Studios",0.07,72,7.7,"Unknown",0,0.00995033085316809,4.89897948556636,3.3322045101752,3,3,"XB","6","3","1","1"
"The Sims: Superstar","2003","Simulation","Electronic Arts",1.68,79,8.2,"T",0,0,4.47213595499958,3.25809653802148,3,2,"PC","4","2","0","0"
"Yoshi's New Island","2014","Platform","Nintendo",1.38,64,6.1,"E",0.246860077931526,0.0861776962410524,8.42614977317636,5.04985600724954,4,1,"DS","6","3","1","0"
"AeroFighters Assault","1997","Action","Video System",0.19,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,2,2,"DS","3","1","1","0"
"Frontier Gate","2011","Role-Playing","Konami Digital Entertainment",0.11,74,7.9,"Unknown",0.104360015324243,0,5.47722557505166,3.96081316959758,2,3,"PS","6","3","0","1"
"Lupin Sansei: Shijou Saidai no Zunousen","2010","Adventure","Namco Bandai Games",0.07,66,7.5,"Unknown",0.0676586484738149,0,4,2.77258872223978,6,3,"DS","5","2","0","0"
"Lunatic Dawn Tempest","2001","Role-Playing","ArtDink",0.02,74,7.9,"Unknown",0.0198026272961797,0,5.47722557505166,3.96081316959758,3,1,"PS","4","2","0","1"
"Smash Court Tennis Pro Tournament 2","2004","Sports","Sony Computer Entertainment",0.13,74,9.1,"E",0,0.0198026272961797,6.40312423743285,2.56494935746154,6,3,"PS","4","2","1","1"
"Tenchi Muyou! Ryoukouki Gokuraku","1995","Adventure","Yumedia",0.06,66,7.5,"Unknown",0.0582689081239758,0,4,2.77258872223978,4,1,"others","2","1","0","0"
"Casper: Spirit Dimensions","2001","Platform","TDK Mediactive",0.14,58,3.5,"E",0,0.0198026272961797,2.64575131106459,1.94591014905531,3,2,"PS","4","2","1","1"
"Pro Evolution Soccer 2014","2013","Action","Konami Digital Entertainment",0.95,78,4.1,"E",0.412109650826833,0,6.2449979983984,5.71702770140622,4,3,"PS","6","3","1","1"
"NBA 2K6","2005","Action","Take-Two Interactive",0.88,84,8.3,"E",0,0.104360015324243,4.79583152331272,2.63905732961526,2,3,"PS","4","2","1","1"
"Hissatsu Pachinko Collection 3","1995","Misc","Sunsoft",0.03,68.5,7,"Unknown",0.0295588022415444,0,4.12310562561766,2.63905732961526,4,1,"DS","2","1","0","0"
"Ouran Koukou Host Bu","2007","Adventure","Idea Factory",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,4,2,"PS","5","2","0","1"
"AirForce Delta Storm","2001","Shooter","Konami Digital Entertainment",0.18,61,7.1,"E",0,0.00995033085316809,4.58257569495584,2.07944154167984,3,3,"XB","4","2","1","1"
"Digimon All-Star Rumble","2014","Fighting","Namco Bandai Games",0.06,72,5.7,"E10+",0,0.00995033085316809,4.89897948556636,2.39789527279837,4,3,"XB","6","3","1","1"
"Shonen Jump's Yu-Gi-Oh! GX Card Almanac","N/A","Misc","Konami Digital Entertainment",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526,9,3,"DS","999","999","0","0"
"Back to the Future: The Game","2011","Adventure","Telltale Games",0.05,66,4.1,"T",0,0,2.64575131106459,2.30258509299405,6,2,"Wii","6","3","0","1"
"Tom Clancy's Ghost Recon: Predator","2010","Shooter","Ubisoft",0.1,54,7.4,"T",0,0.0198026272961797,3.87298334620742,4.14313472639153,6,1,"PS","5","2","1","1"
"Nectaris: Military Madness","1998","Strategy","Hudson Soft",0.03,74,7.9,"Unknown",0,0,4.89897948556636,3.59731226058845,3,2,"PS","3","1","0","1"
"Major League Baseball 2K11","2011","Sports","Take-Two Interactive",0.05,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,4,3,"PS","6","3","1","1"
"Off-Road Drive","2011","Racing","1C Company",0.04,60,6.4,"Unknown",0,0,3.16227766016838,2.89037175789616,3,2,"PC","6","3","0","0"
"Samurai Warriors Chronicles 2nd","2012","Action","Ubisoft Annecy",0.1,68,7.4,"Unknown",0.0953101798043249,0,4.69041575982343,3.29583686600433,4,2,"DS","6","3","1","0"
"Kingdom of Paradise","2005","Role-Playing","Sony Computer Entertainment",0.15,72,7.5,"T",0,0.00995033085316809,6.16441400296898,2.99573227355399,3,3,"PS","4","2","0","1"
"Namco Museum Remix","2007","Misc","Atari",0.74,49,6.3,"E",0,0.048790164169432,4.24264068711928,1.6094379124341,3,1,"Wii","5","2","0","1"
"Disgaea: Afternoon of Darkness","2006","Role-Playing","Tecmo Koei",0.23,87,8.2,"T",0.0392207131532813,0.0198026272961797,6.08276253029822,4.24849524204936,4,2,"PS","5","2","0","1"
"Prince of Persia: The Two Thrones","2005","Action","Ubisoft",0.15,84,8.1,"M",0,0,5.8309518948453,3.13549421592915,6,1,"GC","4","2","1","0"
"GoldenEye 007 (2010)","2010","Action","Activision",1.83,68,7.4,"Unknown",0.122217632724249,0.148420005118273,4.69041575982343,3.29583686600433,3,1,"Wii","5","2","1","1"
"Taiko no Tatsujin: Tatakon de Dodon ga Don","2002","Misc","Namco Bandai Games",0.76,68.5,7,"Unknown",0.56531380905006,0,4.12310562561766,2.63905732961526,8,3,"PS","4","2","0","1"
"MLB 16: The Show","2016","Action","Sony Computer Entertainment",0.89,68,7.4,"Unknown",0,0.157003748809665,4.69041575982343,3.29583686600433,4,3,"PS","7","3","1","1"
"Blood Omen 2","2002","Action","Eidos Interactive",0.19,76,9,"M",0,0.00995033085316809,4.69041575982343,2.30258509299405,3,2,"XB","4","2","1","1"
"Where's Waldo? The Fantastic Journey","2009","Adventure","Ubisoft",0.21,66,8.9,"E",0,0.0198026272961797,4,2.19722457733622,6,1,"DS","5","2","0","0"
"Generator Rex: Agent of Providence","2011","Action","Activision",0.08,68,7.4,"E10+",0,0.00995033085316809,4.69041575982343,3.29583686600433,5,1,"Wii","6","3","1","1"
"Fantavision","2000","Puzzle","Sony Computer Entertainment",0.47,72,6.3,"E",0.173953307123438,0.0392207131532813,4.24264068711928,2.30258509299405,1,3,"PS","3","1","0","1"
"Shin Megami Tensei: Devil Survivor Overclocked","2011","Role-Playing","Ghostlight",0.38,78,8.2,"T",0.0582689081239758,0.0295588022415444,5.19615242270663,4.58496747867057,6,1,"DS","6","3","0","0"
"Harry Potter and the Deathly Hallows - Part 1","2010","Action","Electronic Arts",0.54,41,5,"T",0,0.048790164169432,2.82842712474619,2.484906649788,8,2,"Wii","5","2","1","1"
"Pro Yakyuu Greatest Nine 98","1998","Sports","Sega",0.09,75,7.4,"Unknown",0.0861776962410524,0,4.24264068711928,2.83321334405622,5,1,"others","3","1","1","0"
"Shin Nippon Pro Wrestling: Toukon Retsuden 2","1996","Fighting","Tomy Corporation",0.27,72,7.7,"Unknown",0.231111720963387,0.0198026272961797,4.89897948556636,3.3322045101752,7,2,"PS","3","1","1","1"
"F.E.A.R. 3","2011","Shooter","Warner Bros. Interactive Entertainment",0.45,74,7.1,"M",0.00995033085316809,0.0676586484738149,6.92820323027551,4.64439089914137,5,4,"PS","6","3","1","1"
"Your Shape: Fitness Evolved 2013","2012","Action","Ubisoft",0.13,76,6.3,"E10+",0,0.00995033085316809,2.82842712474619,2.83321334405622,5,1,"Wii","6","3","1","1"
"Utawarerumono: Chiriyukusha e no Komoriuta","2006","Adventure","Aqua Plus",0.11,66,7.5,"Unknown",0.104360015324243,0,4,2.77258872223978,5,2,"PS","5","2","0","1"
"Super Mario Kart","1992","Racing","Nintendo",8.76,69,7.4,"Unknown",1.57069708411767,0.165514438477573,4.24264068711928,2.89037175789616,3,1,"DS","2","1","0","0"
"Transformer: Rise of the Dark Spark","2014","Action","Activision",0.16,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,6,1,"XB","6","3","1","1"
"SBK Superbike World Championship","2008","Racing","Black Bean Games",0.25,59,6.1,"E10+",0,0.0198026272961797,2.64575131106459,2.19722457733622,4,3,"PS","5","2","0","1"
"Dino Crisis","1998","Action","Capcom",2.41,68,7.4,"Unknown",0.53062825106217,0.131028262406404,4.69041575982343,3.29583686600433,2,1,"PS","3","1","1","1"
"South Park: The Stick of Truth","2014","Role-Playing","Ubisoft",0.19,85,8.6,"M",0,0.00995033085316809,6.92820323027551,7.46164039220858,6,1,"PC","6","3","0","0"
"Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)","2005","Role-Playing","Nintendo",1.13,74,7.9,"Unknown",0,0.0198026272961797,5.47722557505166,3.96081316959758,9,1,"GB","4","2","0","1"
"WWE Road to WrestleMania X8","2002","Fighting","THQ",0.27,73,7.5,"E",0,0,3.16227766016838,1.94591014905531,5,1,"GB","4","2","1","1"
"Disney Sports Basketball","2002","Sports","Konami Digital Entertainment",0.02,73,7.4,"E",0,0,2.23606797749979,2.83321334405622,3,3,"GB","4","2","1","1"
"Heroes of the Pacific","2005","Simulation","Codemasters",0.13,76,8.2,"T",0,0,5.74456264653803,1.79175946922805,4,1,"XB","4","2","0","1"
"Tomb Raider: Underworld","2008","Action","Eidos Interactive",0.19,70,8.4,"T",0,0.00995033085316809,3,2.39789527279837,3,2,"DS","5","2","1","0"
"Escape Dead Island","2014","Action","Deep Silver",0.07,40,3.5,"M",0,0.00995033085316809,5,3.95124371858143,3,2,"PS","6","3","1","1"
"Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki","2008","Adventure","Minato Station",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,10,2,"PS","5","2","0","1"
"BioShock","2007","Shooter","Take-Two Interactive",0.41,96,8.5,"M",0,0.0198026272961797,6.6332495807108,8.19063168090354,1,3,"PC","5","2","1","0"
"Saints Row: The Third","2011","Action","THQ",2.76,84,7.6,"M",0.0676586484738149,0.262364264467491,8.36660026534076,6.19644412779452,4,1,"XB","6","3","1","1"
"Discovery Kids: Pony Paradise","2009","Simulation","505 Games",0.21,70,7.6,"E",0,0.00995033085316809,4.12310562561766,3.04452243772342,4,2,"DS","5","2","0","0"
"Shaun White Skateboarding","2010","Sports","Ubisoft",0.19,61,6.5,"T",0,0.0295588022415444,5.09901951359278,2.19722457733622,3,1,"PS","5","2","1","1"
"Yu-Gi-Oh! The Dawn of Destiny","2004","Strategy","Konami Digital Entertainment",0.31,74,7.9,"Unknown",0,0.00995033085316809,4.89897948556636,3.59731226058845,7,3,"XB","4","2","0","1"
"Power Spike Pro Beach Volleyball","2000","Sports","Infogrames",0.05,48,7.4,"E",0,0,3.16227766016838,2.83321334405622,5,1,"PS","3","1","1","1"
"MotoGP 2: Ultimate Racing Technology","2001","Racing","Sony Computer Entertainment",0.15,69,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.89037175789616,5,3,"PS","4","2","0","1"
"Harvest Moon 64","1999","Simulation","Pack In Soft",0.48,70,7.6,"Unknown",0.104360015324243,0.0582689081239758,4.12310562561766,3.04452243772342,3,3,"DS","3","1","0","0"
"Guitar Hero: Aerosmith","2008","Misc","Activision",1.27,73,7.2,"T",0,0.0953101798043249,4,2.99573227355399,3,1,"Wii","5","2","0","1"
"Shonen Jump's Shaman King: Master of Spirits 2","2005","Role-Playing","Konami Digital Entertainment",0.02,74,7.9,"Unknown",0,0,5.47722557505166,3.96081316959758,9,3,"GB","4","2","0","1"
"Wild ARMs: Alter Code F","2003","Role-Playing","Sony Computer Entertainment",0.09,73,8.3,"T",0,0.00995033085316809,5,3.29583686600433,5,3,"PS","4","2","0","1"
"LEGO The Hobbit","2014","Action","Warner Bros. Interactive Entertainment",0.46,68,7,"E10+",0,0.0676586484738149,4.69041575982343,2.39789527279837,3,4,"PS","6","3","1","1"
"Batman: Return to Arkham","2016","Action","Warner Bros. Interactive Entertainment",0.26,73,8.5,"T",0,0.0392207131532813,5.29150262212918,4.38202663467388,4,4,"PS","7","3","1","1"
"Lord of the Rings: Battle for Middle-Earth","2006","Strategy","Electronic Arts",0.31,74,7.9,"Unknown",0,0.0198026272961797,4.89897948556636,3.59731226058845,8,2,"XB","5","2","0","1"
"Winning Post 7 2009","2009","Sports","Tecmo Koei",0.03,75,7.4,"Unknown",0.0295588022415444,0,4.24264068711928,2.83321334405622,4,2,"PS","5","2","1","1"
"J-League Pro Soccer Club o Tsukurou! 7 Euro Plus","2011","Sports","Sega",0.21,75,7.4,"Unknown",0.19062035960865,0,4.24264068711928,2.83321334405622,10,1,"PS","6","3","1","1"
"Captain America: Super Soldier","2011","Action","Sega",0.08,51,5,"T",0,0.00995033085316809,3,1.94591014905531,4,1,"DS","6","3","1","0"
"Kileak: The DNA Imperative","1994","Shooter","Sony Computer Entertainment",0.37,73,7.4,"Unknown",0.19062035960865,0.0198026272961797,5.65685424949238,4.14313472639153,4,3,"PS","2","1","1","1"
"NanoBreaker","2005","Action","Konami Digital Entertainment",0.06,51,6.7,"M",0,0.00995033085316809,6.16441400296898,2.484906649788,1,3,"PS","4","2","1","1"
"Lunar 2: Eternal Blue Complete","1999","Role-Playing","Kadokawa Shoten",0.35,86,8.9,"T",0,0.0198026272961797,3.46410161513775,3.63758615972639,5,2,"PS","3","1","0","1"
"Call of Duty: Advanced Warfare","2014","Shooter","Activision",4.36,73,4.8,"M",0.173953307123438,0.518793793415168,5.65685424949238,5.33753807970132,5,1,"PS","6","3","1","1"
"Kamen Rider: Battride War","2013","Action","Namco Bandai Games",0.19,68,7.4,"Unknown",0.173953307123438,0,4.69041575982343,3.29583686600433,4,3,"PS","6","3","1","1"
"Alone in the Dark: The New Nightmare","N/A","Adventure","Infogrames",0.16,77,8.1,"M",0,0.00995033085316809,3.87298334620742,3.71357206670431,7,1,"PS","999","999","0","1"
"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel","2003","Misc","Konami Digital Entertainment",0.95,68.5,7,"Unknown",0,0.0198026272961797,4.12310562561766,2.63905732961526,10,3,"GB","4","2","0","1"
"Tiger Woods PGA Tour 2005","2004","Sports","Electronic Arts",0.85,88,8.9,"E",0,0.0295588022415444,5.09901951359278,2.70805020110221,5,2,"XB","4","2","1","1"
"Ice Age 2: The Meltdown","2006","Platform","Vivendi Games",0.08,66,7.8,"E10+",0,0.00995033085316809,3,1.79175946922805,5,2,"Wii","5","2","1","1"
"Guitar Hero III: Legends of Rock","2007","Misc","Activision",4.98,82,8.2,"T",0.00995033085316809,0.908258560176891,4.89897948556636,3.85014760171006,6,1,"PS","5","2","0","1"
"SD Gundam Force: Showdown!","2004","Shooter","Namco Bandai Games",0.04,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,4,3,"PS","4","2","1","1"
"Mega Man Battle Network: Operation Shooting Star","N/A","Role-Playing","Capcom",0.07,74,7.9,"Unknown",0.0676586484738149,0,5.47722557505166,3.96081316959758,7,1,"DS","999","999","0","0"
"Jissen Pachi-Slot Hisshouhou! Mister Magic Neo","2007","Misc","Sega",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526,7,1,"PS","5","2","0","1"
"Pro Wrestling","1987","Fighting","Nintendo",2.4,72,7.7,"Unknown",0.883767540168595,0.0295588022415444,4.89897948556636,3.3322045101752,2,1,"DS","1","0","1","0"
"Boot Camp Academy","2010","Action","Zoo Games",0.03,68,7.4,"E10+",0,0,4.69041575982343,3.29583686600433,3,2,"Wii","5","2","1","1"
"Million God","2002","Misc","Nippon Amuse",0.09,68.5,7,"Unknown",0.0861776962410524,0,4.12310562561766,2.63905732961526,2,2,"PS","4","2","0","1"
"Mountain Bike Adrenaline","N/A","Sports","Unknown",0.05,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,3,1,"PS","999","999","1","1"
"Puyo Puyo!! 20th Anniversary","2011","Puzzle","Sega",0.13,70,7.5,"Unknown",0.122217632724249,0,3.74165738677394,2.484906649788,4,1,"DS","6","3","0","0"
"Syndicate","2012","Shooter","Electronic Arts",0.18,74,7.1,"M",0,0.0198026272961797,8.06225774829855,5.16478597392351,1,2,"XB","6","3","1","1"
"Ben 10: Alien Force","2008","Action","Koch Media",0.59,68,7.7,"E10+",0,0.0953101798043249,4.69041575982343,2.56494935746154,4,2,"PS","5","2","1","1"
"Loading Human","2016","Adventure","FuRyu Corporation",0.03,66,7.5,"Unknown",0,0,4,2.77258872223978,2,2,"PS","7","3","0","1"
"Shinobi","2011","Platform","Sega",0.22,69,7.3,"T",0,0.0198026272961797,5.74456264653803,3.52636052461616,1,1,"DS","6","3","1","0"
"Rocksmith 2014 Edition Remastered","2016","Misc","Ubisoft",0.02,68.5,7.8,"T",0,0,4.12310562561766,1.79175946922805,4,1,"PS","7","3","0","1"
"WCW Mayhem","1998","Fighting","Electronic Arts",1.22,72,7.7,"Unknown",0,0.0769610411361284,4.89897948556636,3.3322045101752,2,2,"PS","3","1","1","1"
"Leisure Suit Larry: Magna Cum Laude","2004","Adventure","Vivendi Games",0.34,60,6.3,"M",0,0.0392207131532813,6.6332495807108,2.94443897916644,6,2,"PS","4","2","0","1"
"Aquarium by DS","2008","Simulation","Mercury Games",0.06,70,7.6,"Unknown",0,0,4.12310562561766,3.04452243772342,3,2,"DS","5","2","0","0"
"MTV Music Generator","1999","Misc","Codemasters",0.47,68.5,7,"Unknown",0,0.0295588022415444,4.12310562561766,2.63905732961526,3,1,"PS","3","1","0","1"
"Myst","1994","Adventure","Red Orb",2.81,66,7.5,"Unknown",0,0,4,2.77258872223978,1,2,"PC","2","1","0","0"
"Beyond Good & Evil","2003","Adventure","Ubisoft",0.1,66,7.5,"Unknown",0,0,4,2.77258872223978,3,1,"XB","4","2","0","1"
"Garfield's Fun Fest","2008","Platform","Zoo Digital Publishing",0.11,44,7.7,"E",0,0.00995033085316809,2.23606797749979,3.13549421592915,4,3,"DS","5","2","1","0"
"Pokemon Puzzle League","2000","Puzzle","Nintendo",0.45,70,7.5,"Unknown",0,0.00995033085316809,3.74165738677394,2.484906649788,3,1,"DS","3","1","0","0"
"FIFA Soccer 2002","2001","Sports","Electronic Arts",0.15,81,6.4,"E",0,0.00995033085316809,2.82842712474619,1.79175946922805,3,2,"PS","4","2","1","1"
"MotoGP 15","2015","Racing","Milestone S.r.l.",0.17,66,7.4,"Unknown",0.0295588022415444,0.0198026272961797,3.87298334620742,2.89037175789616,2,4,"PS","6","3","0","1"
"Barnyard","2006","Action","THQ",0.05,56,7.4,"E",0,0,2.82842712474619,3.29583686600433,1,1,"GB","5","2","1","1"
"Fat Princess: Fistful of Cake","2010","Action","Sony Computer Entertainment",0.12,74,8.7,"T",0,0.0198026272961797,5.74456264653803,3.25809653802148,5,3,"PS","5","2","1","1"
"Forza Motorsport 3","2009","Racing","Microsoft Game Studios",5.49,92,8,"E",0.0953101798043249,0.405465108108164,9.48683298050514,6.24804287450843,3,3,"XB","5","2","0","1"
"Tak and the Guardians of Gross","2008","Action","THQ",0.28,68,7.4,"E10+",0,0.0392207131532813,4.69041575982343,3.29583686600433,6,1,"PS","5","2","1","1"
"Demon's Souls","2009","Role-Playing","Namco Bandai Games",1.82,89,8.9,"M",0.300104592450338,0.157003748809665,9,7.27378631784489,3,3,"PS","5","2","0","1"
"Transformer: Rise of the Dark Spark","2014","Action","Activision",0.21,68,7.4,"Unknown",0.00995033085316809,0.0295588022415444,4.69041575982343,3.29583686600433,6,1,"PS","6","3","1","1"
"Blue's Clues: Blue's Big Musical","2001","Misc","THQ",0.5,68.5,7,"Unknown",0,0.0295588022415444,4.12310562561766,2.63905732961526,7,1,"PS","4","2","0","1"
"Ghostbusters (2016)","2016","Action","Activision",0.05,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,2,1,"PS","7","3","1","1"
"Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide","2011","Role-Playing","Gust",0.02,74,7.9,"Unknown",0.0198026272961797,0,5.47722557505166,3.96081316959758,10,1,"PS","6","3","0","1"
"Harvest Moon: A Wonderful Life","2003","Role-Playing","Ubisoft",0.79,79,8.9,"E",0,0.0198026272961797,5.29150262212918,5.00394630594546,5,1,"GC","4","2","0","0"
"Ghostbusters: The Video Game","2009","Action","Atari",0.18,54,4.7,"E10+",0,0.0198026272961797,3.60555127546399,2.63905732961526,4,1,"PS","5","2","1","1"
"Zatch Bell! Mamodo Battles","2005","Fighting","Namco Bandai Games",0.08,72,7.7,"Unknown",0,0.00995033085316809,4.89897948556636,3.3322045101752,4,3,"PS","4","2","1","1"
"DeathSmiles II","2010","Shooter","Cave",0.03,73,7.4,"Unknown",0.0295588022415444,0,5.65685424949238,4.14313472639153,2,1,"XB","5","2","1","1"
"Guitar Hero: Van Halen","2009","Misc","Activision",0.1,68.5,7,"T",0,0.00995033085316809,4.12310562561766,2.63905732961526,4,1,"PS","5","2","0","1"
"Running Wild","1997","Racing","989 Studios",0.09,69,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.89037175789616,2,2,"PS","3","1","0","1"
"Fallout Anthology","2015","Action","Bethesda Softworks",0.01,68,8.3,"Unknown",0,0,4.69041575982343,2.56494935746154,2,2,"PC","6","3","1","0"
"The Bible Game","2005","Misc","Crave Entertainment",0.2,68.5,5.4,"E",0,0.0295588022415444,4.12310562561766,3.13549421592915,3,2,"PS","4","2","0","1"
"Gladius","2003","Strategy","Activision",0.14,79,8.5,"T",0,0,5.56776436283002,3.13549421592915,1,1,"XB","4","2","0","1"
"SCORE International Baja 1000: The Official Game","2008","Racing","Activision",0.01,69,7.4,"Unknown",0,0,4.24264068711928,2.89037175789616,7,1,"PS","5","2","0","1"
"R-Type Delta","1998","Shooter","Irem Software Engineering",0.03,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,3,3,"PS","3","1","1","1"
"GTR Evolution","2008","Racing","Atari",0.03,83,8.2,"E",0,0,4.35889894354067,4.15888308335967,2,1,"PC","5","2","0","0"
"Borderlands 2","2014","Shooter","Take-Two Interactive",0.64,64,7.6,"M",0.00995033085316809,0.139761942375159,5.56776436283002,5.88332238848828,2,3,"PS","6","3","1","1"
"World Series Baseball 2K3","2003","Sports","Sega",0.15,89,8.6,"E",0,0.00995033085316809,4.69041575982343,2.70805020110221,4,1,"XB","4","2","1","1"
"Happy Feet","2006","Action","Midway Games",0.14,46,6.7,"E",0,0.00995033085316809,3.3166247903554,2.83321334405622,2,2,"Wii","5","2","1","1"
"Tomb Raider: The Prophecy","2002","Action","Ubisoft",0.14,66,8.8,"T",0,0,4.47213595499958,2.63905732961526,4,1,"GB","4","2","1","1"
